District,Building name,Last date of visit of the case(s),Related cases
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13254
Wong Tai Sin,"Sing San House, Choi Wan (I) Estate",,13255
Kwai Tsing,"Block C, New Kwai Fong Gardens",,13256
Sha Tin,Mei Pak Court,,13257
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13258
Tuen Mun,"Block 1, Kam Fai Garden",,13259
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13260
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13261
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13262
Tsuen Wan,"Block 1, New Haven",,13263
Islands,Penny's Bay Quarantine Centre,,13263
Tsuen Wan,"Block 1, New Haven",,13264
Islands,Penny's Bay Quarantine Centre,,13264
Sham Shui Po,"Cheung Yan House, Cheung Sha Wan Estate",,13265
Islands,Penny's Bay Quarantine Centre,,13265
Sham Shui Po,"Cheung Yan House, Cheung Sha Wan Estate",,13266
Islands,Penny's Bay Quarantine Centre,,13266
Southern,"Kong Cheong Court, Aberdeen Centre",,13267
Islands,Penny's Bay Quarantine Centre,,13267
Sham Shui Po,Wai Chun House,,13268
Islands,Penny's Bay Quarantine Centre,,13268
Kowloon City,Regal Oriental Hotel,,13269
Sha Tin,New Life Psychiatric Rehabilitation Association Joyous Place,,13270
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13271
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13272
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13273
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13274
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13275
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13276
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13277
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13278
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13279
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13280
Tsuen Wan,Pai Min Kok Village,,13281
Sha Tin,"Block E Phase 4, Sunshine City",,13282
Islands,"Tak Yat House, Yat Tung (2) Estate",,13283
Yau Tsim Mong,"Tower 1, The Coronation",,13284
Kwai Tsing,"Kwai Ming House, Kwai Hong Court",,13285
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13286
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13287
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13288
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13289
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13290
Kwai Tsing,"Nga Kwai House, Kwai Chung Estate",,13291
Sham Shui Po,Po Hay Building,,13292
Tsuen Wan,"Block 1, New Haven",,13293
Islands,Penny's Bay Quarantine Centre,,13293
Islands,"Mun Wo House, Mun Tung Estate",,13294
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13295
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13296
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13297
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13298
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13299
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13300
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13301
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13302
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13303
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13304
Eastern,"Block 1, Ming Wah Dai Ha",,13305
Tsuen Wan,"Block 5, Rhine Garden",,13306
Tsuen Wan,"Block 1, New Haven",,13307
Islands,Penny's Bay Quarantine Centre,,13307
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13308
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13309
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13310
Sha Tin,"Chuk Chuen House, Shui Chuen O Estate",,13311
Sha Tin,"Foo Wo House, Wo Che Estate",,13312
Kwun Tong,"Kui On House, Wo Lok Estate",,13315
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13318
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13319
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13320
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13321
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13322
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13323
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13324
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13325
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13326
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13327
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13328
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13329
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13330
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13331
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13332
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13333
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13334
Islands,"Block 6, Coastal Skyline",,13335
Sham Shui Po,Cheung Hong Building,,13336
Kwai Tsing,"Kai Min Lau, Cho Yiu Chuen",,13337
Tsuen Wan,"Block B, Wah Shing Building",,13339
Tsuen Wan,"Glory Court, Tsuen Wan Garden",,13340
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13341
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13342
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13343
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13344
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13345
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13347
Kwai Tsing,"Chin Kwai House, Kwai Chung Estate",,13348
Eastern,"Yiu Fook House, Yiu Tung Estate",,13349
Tai Po,"Block 12, Tai Po Centre",,13349
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13350
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13351
Kwai Tsing,"Pik Kwai House, Kwai Chung Estate",,13352
Kwai Tsing,"Kwai Yan House, Kwai Fong Estate",,13353
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13356
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13357
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13358
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13359
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13360
Kwai Tsing,"Yuk Kwai House, Kwai Chung Estate",,13361
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13362
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13363
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13364
Kwai Tsing,"Nga Kwai House, Kwai Chung Estate",,13365
Kwai Tsing,"Nga Kwai House, Kwai Chung Estate",,13366
Kwai Tsing,"Hong Wo House, Cheung Hong Estate",,13367
Kwai Tsing,Tin On House,,13368
Kwai Tsing,"Chun Kwai House, Kwai Chung Estate",,13369
Sham Shui Po,Hing Fung Building,,13370
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13371
Islands,Penny's Bay Quarantine Centre,,13371
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13372
Islands,Penny's Bay Quarantine Centre,,13372
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13373
Islands,Penny's Bay Quarantine Centre,,13373
Tuen Mun,"Hing Ping House, Tai Hing Estate",,13374
Islands,"Block B, Lucky Court",,13375
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13376
Tsuen Wan,"Panda Hotel,",,13376
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13377
Islands,Penny's Bay Quarantine Centre,,13377
Islands,Regal Airport Hotel,,13378
Kowloon City,iclub Ma Tau Wai Hotel,,13379
Kwai Tsing,Dorsett Tsuen Wan Hong Kong,,13380
Wong Tai Sin,"Lung Lok House, Lower Wong Tai Sin Estate",,13381
Wong Tai Sin,"Block 1, Tropicana Gardens",,13382
Yuen Long,"Block 5, Chestwood Court, Kingswood Villas",,13383
Kowloon City,35 Hung Kwong Street,,13384
North,"Lai Ming House, Wah Ming Estate",,13386
Kwai Tsing,"Chui Kwai House, Kwai Chung Estate",,13387
Kwai Tsing,"Luk Kwai House, Kwai Chung Estate",,13388
Sha Tin,"Heng Kong House, Heng On Estate",,13389
Sha Tin,"Mei King House, Mei Tin Estate",,13390
North,"Wong Yi House, Queen's Hill Estate",,13391
Islands,"Mun Shun House, Mun Tung Estate",,13392
Kwai Tsing,"Pak Kwai House, Kwai Chung Estate",,13393
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13394
Islands,Penny's Bay Quarantine Centre,,13394
Yuen Long,"Yan Chui House, Tin Yan Estate",,13395
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13395
Islands,Penny's Bay Quarantine Centre,,13395
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13396
Wong Tai Sin,"Fu Yuen House, Chuk Yuen South Estate",,13397
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13398
Wong Tai Sin,"Block 5, Scenic View",,13399
Wong Tai Sin,"Block 1, Tropicana Gardens",,13400
Sham Shui Po,Kui Cheong Building,,13401
Islands,Penny's Bay Quarantine Centre,,13401
Kwai Tsing,"Fu Wah House, Tai Wo Hau Estate",,13402
Sham Shui Po,Kui Cheong Building,,13403
Islands,Penny's Bay Quarantine Centre,,13403
Tsuen Wan,"Block M, Luk Yeung Sun Chuen",,13419
Tsuen Wan,"Glory Court, Tsuen Wan Garden",,13420
Kwun Tong,"Kui On House, Wo Lok Estate",,13423
Tuen Mun,"Tower 2, Oceania Heights",,13424
Tsuen Wan,"Cheung Fat House, East Asia Gardens",,13426
Yuen Long,"Tower 2, Grand Yoho",,13427
Kwai Tsing,"Fu Keung House, Tai Wo Hau Estate",,13428
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13429
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13430
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13431
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13432
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13433
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13434
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13435
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13436
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13437
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13438
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13439
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13440
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13441
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13442
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13443
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13444
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13445
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13446
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13447
North,"Fuk On House, Ka Fuk Estate",,13448
Islands,Shui Hau,,13450
Islands,"Mun Wo House, Mun Tung Estate",,13451
Eastern,"Oi Ping House, Oi Tung Estate",,13452
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13454
Islands,Penny's Bay Quarantine Centre,,13454
Tsuen Wan,"Cheung Fat House, East Asia Gardens",,13455
Tsuen Wan,"Cheung Fat House, East Asia Gardens",,13456
Tsuen Wan,"Cheung Fat House, East Asia Gardens",,13457
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13458
Islands,Penny's Bay Quarantine Centre,,13458
Sham Shui Po,Cheung Hong Building,,13459
Kwai Tsing,Sing Shing Building,,13460
Sham Shui Po,Cheung Hong Building,,13461
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13462
Kwai Tsing,"Fu Keung House, Tai Wo Hau Estate",,13463
Islands,Penny'S Bay Quarantine Centre,,13463
Wong Tai Sin,"Tat Sin House, Upper Wong Tai Sin Estate",,13464
Kwun Tong,"Kui On House, Wo Lok Estate",,13465
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13466
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13467
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13468
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13469
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13470
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13471
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13472
Kwai Tsing,"Yuk Kwai House, Kwai Chung Estate",,13473
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13474
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13475
Tai Po,Sam Mun Tsai New Village,,13476
Wong Tai Sin,"Block 1, Tropicana Gardens",,13477
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13478
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13479
Wong Tai Sin,"Toa Yuen House, Chuk Yuen North Estate",,13480
Wong Tai Sin,"Man Tai House, Tsz Man Estate",,13481
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13482
Wan Chai,ECO Tree Hotel Causeway Bay,,13483
Wan Chai,Best Western Hotel Causeway Bay,,13484
Central & Western,Lan Kwai Fong Hotel @ Kau U Fong,,13485
Yau Tsim Mong,Dorsett Mongkok Hong Kong,,13486
Sha Tin,"Hang Sam House, King Tin Court",,13487
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13488
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13489
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13490
Yuen Long,"Tower 10, Park Signature",,13491
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13492
Islands,Penny'S Bay Quarantine Centre,,13492
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13493
Islands,Penny'S Bay Quarantine Centre,,13493
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13494
Islands,Penny'S Bay Quarantine Centre,,13494
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13495
Islands,Penny'S Bay Quarantine Centre,,13495
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13496
Islands,Penny'S Bay Quarantine Centre,,13496
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13497
Islands,Penny'S Bay Quarantine Centre,,13497
Islands,Penny'S Bay Quarantine Centre,,13498
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13499
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13500
Kwai Tsing,"Fu Wah House, Tai Wo Hau Estate",,13501
Islands,Penny'S Bay Quarantine Centre,,13501
Yuen Long,"Block 2, La Grove",,13502
Islands,Penny'S Bay Quarantine Centre,,13502
Kwai Tsing,"Chui Kwai House, Kwai Chung Estate",,13503
Kowloon City,35 Hung Kwong Street,,13504
Kowloon City,35 Hung Kwong Street,,13505
Tai Po,"Phase 1, St. Martin",,13506
Kwai Tsing,"On Kwai House, Kwai Fuk Court",,13507
Kwai Tsing,"Nga Kwai House, Kwai Fuk Court",,13508
Sham Shui Po,Kui Cheong Building,,13509
Islands,"Po Yat House, Yat Tung Estate",,13510
Islands,Penny's Bay Quarantine Centre,,13510
Yau Tsim Mong,136 Tai Nan Street,,13511
Sham Shui Po,"Wai Chun House, 26 Un Chau Street",,13512
Islands,Penny'S Bay Quarantine Centre,,13512
Kwai Tsing,"Chun Kwai House, Kwai Chung Estate",,13513
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13514
Kwai Tsing,"Fu Tak House, Tai Wo Hau Estate",,13515
Central & Western,1A High Street,,13516
Islands,Ma Wan New Village,,13517
Islands,Ma Wan New Village,,13518
Tsuen Wan,"Cheung Fat House, East Asia Gardens",,13519
Islands,Penny'S Bay Quarantine Centre,,13513
Islands,Penny'S Bay Quarantine Centre,,13514
Islands,Penny'S Bay Quarantine Centre,,13515
Islands,Penny'S Bay Quarantine Centre,,13517
Islands,Penny'S Bay Quarantine Centre,,13518
Sha Tin,"Fourth Lane, Wu Kai Sha Village",,13525
Wong Tai Sin,"Block 1, Tropicana Gardens",,13526
Wong Tai Sin,"Block 1, Tropicana Gardens",,13527
Kwun Tong,Dorsett Kwun Tong,,13527
Sha Tin,"Heng Kong House, Heng On Estate",,13528
Islands,Penny's Bay Quarantine Centre,,13528
Sha Tin,"Heng Kong House, Heng On Estate",,13528
Islands,Penny's Bay Quarantine Centre,,13528
Islands,Penny's Bay Quarantine Centre,,13529
Kwai Tsing,"Block D, New Kwai Fong Gardens",,13530
Tai Po,"Kwong Yan House, Kwong Fuk Estate",,13531
Islands,San Shek Wan Village,,13532
Islands,Penny's Bay Quarantine Centre,,13532
Sha Tin,"Chun Yi House, Chun Yeung Estate",,13533
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13534
Islands,Penny's Bay Quarantine Centre,,13534
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13535
Islands,Penny's Bay Quarantine Centre,,13535
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13536
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13537
Islands,Penny's Bay Quarantine Centre,,13537
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13538
Wong Tai Sin,"Cheung Bor House, Choi Wan (I) Estate",,13539
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13540
Islands,Penny's Bay Quarantine Centre,,13540
Wong Tai Sin,"Cheung Bor House, Choi Wan (I) Estate",,13541
Kwai Tsing,"Chun Kwai House, Kwai Chung Estate",,13542
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13543
Kwai Tsing,"Ha Kwai House, Kwai Chung Estate",,13544
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13545
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13546
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13547
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13548
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13549
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13550
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13551
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13552
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13553
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13554
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13555
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13556
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13557
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13558
Tuen Mun,"Leung Wai House, Leung King Estate",,13565
Tsuen Wan,"Cheong Ning Building, Tsuen Cheong Centre",,13566
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13567
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13568
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13569
Islands,Penny's Bay Quarantine Centre,,13569
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13570
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13571
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13572
Islands,Penny's Bay Quarantine Centre,,13572
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13573
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13574
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13575
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13576
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13577
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13578
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13579
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13580
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13581
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13582
Islands,"La Rossa A, Coastal Skyline",,13583
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13584
Islands,Penny's Bay Quarantine Centre,,13584
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13585
Sham Shui Po,Cheung Hong Building,,13586
Islands,Penny's Bay Quarantine Centre,,13586
Sham Shui Po,Cheung Hong Building,,13587
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13588
Islands,Penny's Bay Quarantine Centre,,13588
Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",,13589
Islands,Penny's Bay Quarantine Centre,,13589
Kwun Tong,"Lam Bik House, Lam Tin Estate",,13590
Islands,Penny's Bay Quarantine Centre,,13590
Wong Tai Sin,"Oi Kan House, Tsz Oi Court",,13591
Kowloon City,One Victory,,13592
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13593
Islands,Penny's Bay Quarantine Centre,,13593
Sha Tin,"Chun Yi House, Chun Yeung Estate",,13594
Sha Tin,"Chun Yi House, Chun Yeung Estate",,13595
Kwai Tsing,"Yat Kwai House, Kwai Chung Estate",,13596
Islands,Penny's Bay Quarantine Centre,,13596
